account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000201,Herr Folkert Kramer,201,Privatkunde,Energy,MozartAllee 21,Leipzig,East,04696,Partner,68974,1,2023-03-04
ACC000202,Desiree Metz,202,Privatkunde,Energy,MozartRing 22,Nürnberg,South,90417,Interessent,418089,1,2023-04-28
ACC000203,Gerlinde Wesack,203,Kleingewerbe,Energy,WaldStraße 109,Chemnitz,East,09620,Interessent,4499634,5,2021-07-12
ACC000204,Erika Weller-Linke,204,Privatkunde,Energy,LindenAllee 125,Köln,West,50296,Partner,27318,1,2020-04-24
ACC000205,Saskia Butte,205,Privatkunde,Energy,SchillerRing 139,Stuttgart,South,70955,Kunde,430889,1,2021-12-28
ACC000206,Frau Nermin Reuter B.Sc.,206,Privatkunde,Energy,MozartRing 97,Rostock,North,18257,Interessent,444961,1,2021-01-14
ACC000207,Dorle Seip,207,Kleingewerbe,Energy,BeethovenGasse 113,Stuttgart,South,70144,Partner,3319909,25,2020-01-06
ACC000208,Reinhart Siering,208,Privatkunde,Energy,SchulRing 73,Leipzig,East,04870,Partner,51413,1,2022-06-02
ACC000209,Pietro Becker,209,Privatkunde,Energy,ParkWeg 95,Dresden,East,01794,Interessent,141465,1,2023-08-28
ACC000210,Dr. Siegfried Bärer B.A.,210,Kleingewerbe,Energy,WaldRing 108,Potsdam,East,14265,Interessent,4319152,25,2021-07-01
ACC000211,Dr. Hugo Staude B.Sc.,211,Privatkunde,Energy,BahnhofGasse 124,Freiburg,South,79995,Kunde,121353,1,2020-12-15
ACC000212,Harloff,212,Gewerbekunde,Energy,SchillerAllee 22,Duisburg,West,47881,Interessent,3733314,100,2020-04-24
ACC000213,Mechthild Hertrampf B.Eng.,213,Privatkunde,Energy,MozartPlatz 24,Nürnberg,South,90327,Partner,238434,1,2020-06-06
ACC000214,auch Schlauchin KG,214,Gewerbekunde,Energy,BahnhofPlatz 129,Leipzig,East,04482,Kunde,1728230,25,2023-02-26
ACC000215,Trupp,215,Gewerbekunde,Energy,EichenStraße 82,Augsburg,South,86201,Interessent,4249175,10,2023-04-05
ACC000216,Reiner Fröhlich,216,Privatkunde,Energy,ParkGasse 36,Düsseldorf,West,40877,Kunde,408737,1,2022-05-18
ACC000217,Babett Sager,217,Privatkunde,Energy,HauptAllee 56,Potsdam,East,14955,Partner,39244,1,2023-06-04
ACC000218,Jockel KG,218,Gewerbekunde,Energy,WaldPlatz 29,Freiburg,South,79894,Partner,430339,25,2022-08-26
ACC000219,Heidelore Trubin-Gumprich,219,Privatkunde,Energy,EichenPlatz 118,Düsseldorf,West,40164,Kunde,177556,1,2021-07-20
ACC000220,Knut Stumpf,220,Privatkunde,Energy,WaldRing 62,Lübeck,North,23835,Partner,440122,1,2023-01-28
ACC000221,Herr Nicolai Wirth B.Eng.,221,Privatkunde,Energy,KirchWeg 147,Nürnberg,South,90526,Interessent,372835,1,2020-07-24
ACC000222,Rocco Rosemann,222,Privatkunde,Energy,KirchStraße 135,Ulm,South,89657,Interessent,276899,1,2022-05-17
ACC000223,Hakan Reichmann,223,Kleingewerbe,Energy,MarktAllee 65,Lübeck,North,23865,Partner,1853453,100,2021-10-13
ACC000224,Univ.Prof. Gundel Bohnbach,224,Kleingewerbe,Energy,EichenGasse 27,Kiel,North,24890,Partner,1009003,50,2020-07-24
ACC000225,Agatha Linke,225,Privatkunde,Energy,TannenGasse 45,Düsseldorf,West,40950,Interessent,70744,1,2020-03-17
ACC000226,Frau Ildiko Klotz MBA.,226,Privatkunde,Energy,MozartStraße 118,Chemnitz,East,09137,Kunde,182551,1,2020-05-10
ACC000227,Heinz-Joachim Gierschner-Wagner,227,Privatkunde,Energy,BahnhofAllee 80,Düsseldorf,West,40627,Kunde,241809,1,2021-09-19
ACC000228,Louise Renner,228,Privatkunde,Energy,LindenAllee 92,Magdeburg,East,39982,Kunde,251410,1,2022-06-13
ACC000229,Dipl.-Ing. Ilonka Wagenknecht B.Eng.,229,Privatkunde,Energy,KirchPlatz 103,Rostock,North,18861,Kunde,358547,1,2020-04-05
ACC000230,Silja Henschel,230,Privatkunde,Energy,ParkGasse 128,Potsdam,East,14476,Kunde,301196,1,2023-01-08
ACC000231,Fredo Mende,231,Kleingewerbe,Energy,RathausRing 47,Köln,West,50658,Kunde,2409783,5,2020-06-03
ACC000232,Dipl.-Ing. Kasimir Schmidt MBA.,232,Privatkunde,Energy,RosenAllee 115,Dortmund,West,44717,Interessent,285334,1,2021-07-04
ACC000233,Alma Oderwald,233,Privatkunde,Energy,SchulStraße 91,Dresden,East,01729,Interessent,442789,1,2021-10-09
ACC000234,Clarissa Neuschäfer,234,Privatkunde,Energy,GoetheGasse 104,Leipzig,East,04472,Partner,262695,1,2023-09-13
ACC000235,Hans Dieter Heser B.Eng.,235,Privatkunde,Energy,SchulStraße 33,München,South,80168,Interessent,123728,1,2022-07-12
ACC000236,Susanne Schenk,236,Privatkunde,Energy,TalStraße 40,Ulm,South,89795,Partner,478914,1,2021-04-02
ACC000237,Kriemhild Atzler,237,Privatkunde,Energy,TalWeg 136,Leipzig,East,04475,Interessent,465074,1,2022-10-03
ACC000238,Augustin Hendriks MBA.,238,Privatkunde,Energy,SchillerStraße 48,Leipzig,East,04611,Kunde,101509,1,2022-03-25
ACC000239,Prof. Nurten Hendriks MBA.,239,Privatkunde,Energy,SchulWeg 74,Magdeburg,East,39810,Partner,430946,1,2022-10-04
ACC000240,Dipl.-Ing. Reingard Bachmann B.Sc.,240,Privatkunde,Energy,SchulWeg 114,Dresden,East,01189,Partner,449578,1,2021-12-18
ACC000241,Dorina Lachmann,241,Privatkunde,Energy,BergRing 75,Bonn,West,53407,Partner,354040,1,2021-01-12
ACC000242,Ing. Mehdi Salz B.Eng.,242,Kleingewerbe,Energy,KirchRing 58,Ulm,South,89224,Partner,3706341,5,2023-07-21
ACC000243,Prof. Katerina Kaul MBA.,243,Privatkunde,Energy,HauptAllee 142,Stuttgart,South,70686,Kunde,62974,1,2023-07-13
ACC000244,Giovanna Tintzmann,244,Kleingewerbe,Energy,MozartRing 23,Essen,West,45167,Interessent,459229,10,2022-06-05
ACC000245,Hiller Jäkel GbR,245,Gewerbekunde,Energy,WaldPlatz 105,Essen,West,45943,Kunde,3399013,5,2020-07-28
ACC000246,Dussen van Stiftung & Co. KGaA,246,Gewerbekunde,Energy,SchulPlatz 133,Bremen,North,28452,Interessent,1021091,50,2021-06-14
ACC000247,Gino Dussen van B.A.,247,Privatkunde,Energy,MozartPlatz 129,Freiburg,South,79989,Interessent,451562,1,2020-12-26
ACC000248,Ekrem Warmer MBA.,248,Privatkunde,Energy,BeethovenWeg 83,Hamburg,North,20826,Interessent,494471,1,2020-06-25
ACC000249,Ullrich Schacht e.G.,249,Gewerbekunde,Energy,RosenStraße 65,Nürnberg,South,90301,Kunde,4493922,25,2023-11-23
ACC000250,Astrid Gude,250,Privatkunde,Energy,BergStraße 129,Düsseldorf,West,40756,Kunde,431950,1,2021-04-21
ACC000251,Heidrich Klingelhöfer AG & Co. KGaA,251,Gewerbekunde,Energy,BeethovenGasse 87,Freiburg,South,79962,Partner,1305668,50,2020-01-02
ACC000252,Agnes Trommler,252,Privatkunde,Energy,BirkenGasse 54,Hamburg,North,20885,Kunde,311097,1,2021-07-24
ACC000253,Fred Bien-Bloch,253,Privatkunde,Energy,BergAllee 78,Magdeburg,East,39594,Partner,326085,1,2020-05-30
ACC000254,Mathilde Eberth,254,Privatkunde,Energy,GoetheGasse 16,Ulm,South,89261,Kunde,454687,1,2020-06-12
ACC000255,Frau Steffi Aumann B.Eng.,255,Privatkunde,Energy,TannenRing 37,Potsdam,East,14420,Kunde,353191,1,2022-10-27
ACC000256,Naser Mans GmbH,256,Gewerbekunde,Energy,MarktWeg 95,Bonn,West,53627,Kunde,413905,10,2022-03-01
ACC000257,Herr Felix Müller,257,Privatkunde,Energy,BirkenPlatz 64,Kiel,North,24244,Partner,322005,1,2022-12-06
ACC000258,Salvatore Bolzmann,258,Privatkunde,Energy,SeePlatz 64,Hamburg,North,20986,Interessent,190345,1,2023-09-20
ACC000259,Noack Briemer KG,259,Gewerbekunde,Energy,LindenWeg 128,Nürnberg,South,90627,Kunde,2680477,50,2020-03-12
ACC000260,Cord Fischer,260,Kleingewerbe,Energy,HauptStraße 101,Potsdam,East,14617,Kunde,4527376,10,2022-05-30
ACC000261,Anni Hering,261,Privatkunde,Energy,BahnhofStraße 73,Dresden,East,01606,Partner,417076,1,2021-11-11
ACC000262,Karl-Heinz Wieloch,262,Privatkunde,Energy,RathausWeg 68,Leipzig,East,04844,Kunde,352228,1,2023-05-19
ACC000263,Prof. Lilli Zobel,263,Privatkunde,Energy,BahnhofRing 144,Essen,West,45299,Kunde,81112,1,2021-11-27
ACC000264,Prof. Hans-Hermann Mende MBA.,264,Privatkunde,Energy,WaldPlatz 141,Duisburg,West,47386,Kunde,337393,1,2021-02-14
ACC000265,Schacht Lorch GmbH,265,Gewerbekunde,Energy,KirchAllee 143,Bremen,North,28474,Kunde,3001585,10,2021-10-04
ACC000266,Leo Warmer,266,Privatkunde,Energy,WaldStraße 12,Stuttgart,South,70139,Partner,462481,1,2023-04-10
ACC000267,Willfried Wiek,267,Privatkunde,Energy,WaldPlatz 39,Ulm,South,89720,Kunde,7477,1,2022-07-12
ACC000268,Schomber AG & Co. OHG,268,Gewerbekunde,Energy,BeethovenPlatz 77,Nürnberg,South,90707,Interessent,2428744,5,2022-04-29
ACC000269,Maria Butte,269,Kleingewerbe,Energy,ParkGasse 145,Duisburg,West,47406,Kunde,4611202,10,2020-05-09
ACC000270,Dr. Dierk Rohleder,270,Privatkunde,Energy,RathausRing 79,Berlin,East,10915,Partner,55856,1,2020-07-08
ACC000271,Dagobert Adler,271,Privatkunde,Energy,TalWeg 14,Hannover,North,30697,Interessent,76311,1,2023-09-25
ACC000272,Dipl.-Ing. Marlies Scheibe,272,Privatkunde,Energy,MarktWeg 63,Dresden,East,01132,Kunde,325991,1,2023-01-03
ACC000273,Ing. Alwina Heinrich B.Eng.,273,Privatkunde,Energy,RathausWeg 106,Bremen,North,28807,Kunde,200697,1,2022-06-19
ACC000274,Meike Metz,274,Privatkunde,Energy,ParkGasse 16,Augsburg,South,86822,Interessent,144265,1,2021-07-26
ACC000275,Mohammad Heintze,275,Privatkunde,Energy,ParkRing 97,Freiburg,South,79421,Kunde,83527,1,2021-08-19
ACC000276,Zirme Zorbach KGaA,276,Gewerbekunde,Energy,BergAllee 68,Augsburg,South,86724,Interessent,234238,50,2022-12-03
ACC000277,Speer,277,Gewerbekunde,Energy,BergAllee 58,Dresden,East,01404,Kunde,4904314,25,2020-11-14
ACC000278,Heini Drewes B.A.,278,Privatkunde,Energy,TannenPlatz 90,Bonn,West,53673,Partner,148258,1,2021-04-26
ACC000279,Ulf Hethur-Faust,279,Privatkunde,Energy,MarktPlatz 89,Dortmund,West,44891,Kunde,68026,1,2021-04-15
ACC000280,Ansgar Gehringer,280,Privatkunde,Energy,KirchPlatz 66,Nürnberg,South,90865,Interessent,299378,1,2022-01-10
ACC000281,Lilija Weiß,281,Privatkunde,Energy,BirkenRing 70,Dresden,East,01240,Interessent,250765,1,2022-02-02
ACC000282,Imke Ebert,282,Kleingewerbe,Energy,EichenStraße 136,Hannover,North,30331,Interessent,2868503,5,2020-10-04
ACC000283,Marlies Jähn MBA.,283,Privatkunde,Energy,ParkStraße 36,München,South,80105,Partner,135603,1,2023-10-05
ACC000284,Jo Reuter,284,Privatkunde,Energy,ParkGasse 52,Augsburg,South,86874,Kunde,192975,1,2020-08-04
ACC000285,Dipl.-Ing. Annemarie Scheuermann B.Sc.,285,Privatkunde,Energy,GoetheGasse 147,Dortmund,West,44337,Kunde,58112,1,2022-06-23
ACC000286,Univ.Prof. Friedlinde Schleich,286,Privatkunde,Energy,BahnhofPlatz 127,Bremen,North,28290,Partner,466193,1,2021-09-16
ACC000287,Alina Conradi,287,Privatkunde,Energy,SeeStraße 86,Köln,West,50391,Kunde,137655,1,2022-01-17
ACC000288,Univ.Prof. Sergio Ruppert B.Sc.,288,Privatkunde,Energy,MozartRing 120,Chemnitz,East,09379,Interessent,41704,1,2023-07-29
ACC000289,Leokadia Benthin,289,Privatkunde,Energy,BirkenGasse 48,München,South,80114,Partner,69562,1,2023-06-09
ACC000290,Dipl.-Ing. Joerg Siering,290,Privatkunde,Energy,BeethovenRing 104,Dortmund,West,44946,Interessent,211973,1,2020-10-22
ACC000291,Traute Holsten B.A.,291,Privatkunde,Energy,SchillerWeg 36,Magdeburg,East,39588,Kunde,292868,1,2021-06-08
ACC000292,Univ.Prof. Rosemarie Noack,292,Privatkunde,Energy,EichenPlatz 69,Düsseldorf,West,40437,Kunde,57203,1,2022-10-17
ACC000293,Horst-Peter Keudel,293,Kleingewerbe,Energy,BirkenGasse 93,Duisburg,West,47809,Interessent,4306667,5,2022-09-06
ACC000294,Ing. Friedhilde Steckel,294,Privatkunde,Energy,RosenWeg 104,München,South,80802,Interessent,354192,1,2022-06-20
ACC000295,Stavros Fritsch,295,Privatkunde,Energy,KirchRing 57,Bonn,West,53324,Kunde,30379,1,2020-06-06
ACC000296,Henri Täsche,296,Privatkunde,Energy,KirchPlatz 141,Augsburg,South,86582,Partner,40221,1,2022-06-04
ACC000297,Ing. Maria-Theresia Kühnert B.Sc.,297,Privatkunde,Energy,GoetheRing 115,Stuttgart,South,70640,Interessent,132312,1,2023-07-11
ACC000298,Cichorius Jopich GbR,298,Gewerbekunde,Energy,BahnhofRing 130,Köln,West,50307,Partner,3178855,5,2021-11-11
ACC000299,Benita Wirth,299,Privatkunde,Energy,SchulStraße 53,Stuttgart,South,70834,Partner,111011,1,2020-12-26
ACC000300,Songül Pieper-Ackermann,300,Kleingewerbe,Energy,BahnhofPlatz 34,Berlin,East,10625,Partner,4434334,25,2021-06-12
ACC000301,Henrike Bloch B.A.,301,Privatkunde,Energy,SchulGasse 79,Potsdam,East,14840,Partner,182702,1,2023-09-21
ACC000302,Luise Wernecke,302,Privatkunde,Energy,LindenRing 19,Lübeck,North,23146,Partner,117400,1,2022-10-24
ACC000303,Univ.Prof. Inga Wesack B.Sc.,303,Kleingewerbe,Energy,BahnhofStraße 121,Leipzig,East,04132,Partner,832447,10,2022-08-17
ACC000304,Frank-Michael Rogner B.A.,304,Privatkunde,Energy,RathausAllee 98,Essen,West,45559,Partner,417736,1,2020-08-04
ACC000305,Imelda Thanel,305,Privatkunde,Energy,MozartGasse 90,Potsdam,East,14221,Kunde,398038,1,2021-05-02
ACC000306,Frau Alma Schuchhardt B.A.,306,Privatkunde,Energy,EichenStraße 6,Freiburg,South,79405,Partner,374587,1,2022-08-02
ACC000307,Ing. Karl-August Austermühle,307,Kleingewerbe,Energy,BergPlatz 59,Chemnitz,East,09353,Kunde,555193,25,2023-12-13
ACC000308,Frau Dorota Drewes,308,Privatkunde,Energy,SchillerStraße 108,Leipzig,East,04729,Partner,401547,1,2020-11-26
ACC000309,Viola Drubin B.A.,309,Privatkunde,Energy,SeeStraße 115,Bremen,North,28712,Interessent,246517,1,2022-10-07
ACC000310,Univ.Prof. Eveline Pechel B.Eng.,310,Kleingewerbe,Energy,SchulWeg 139,Bremen,North,28322,Partner,3803603,25,2020-10-13
ACC000311,Dipl.-Ing. Isabella Henk,311,Privatkunde,Energy,EichenGasse 148,Bremen,North,28426,Interessent,150575,1,2021-08-14
ACC000312,Kordula Fiebig MBA.,312,Privatkunde,Energy,WaldWeg 106,Düsseldorf,West,40407,Interessent,199342,1,2022-01-03
ACC000313,Veli Scheuermann B.A.,313,Privatkunde,Energy,BeethovenGasse 110,Köln,West,50669,Partner,207960,1,2020-05-21
ACC000314,Hofmann e.G.,314,Gewerbekunde,Energy,WaldAllee 107,Berlin,East,10518,Kunde,4397589,10,2021-11-04
ACC000315,Ing. Valeri Zirme,315,Privatkunde,Energy,ParkWeg 58,Nürnberg,South,90407,Partner,360538,1,2020-06-18
ACC000316,Hethur,316,Gewerbekunde,Energy,RathausPlatz 143,Augsburg,South,86642,Kunde,2153324,50,2023-03-25
ACC000317,Friedemann van der Dussen,317,Privatkunde,Energy,TannenGasse 21,Augsburg,South,86560,Kunde,383371,1,2021-06-25
ACC000318,Senta Schaaf,318,Privatkunde,Energy,BahnhofAllee 97,Köln,West,50789,Partner,465748,1,2020-11-05
ACC000319,Dr. Ingetraud Renner MBA.,319,Privatkunde,Energy,BergWeg 123,Hamburg,North,20313,Interessent,483166,1,2022-07-18
ACC000320,Kade Rohleder e.G.,320,Gewerbekunde,Energy,LindenWeg 31,Dortmund,West,44864,Partner,3161561,25,2022-05-21
ACC000321,Irena Jungfer-Graf,321,Privatkunde,Energy,MarktWeg 142,Dresden,East,01429,Kunde,57716,1,2021-04-30
ACC000322,Prof. Hans-Joachim Heintze MBA.,322,Privatkunde,Energy,RosenAllee 93,Essen,West,45625,Interessent,159553,1,2023-11-27
ACC000323,Giovanni Weinhage,323,Privatkunde,Energy,TannenWeg 95,Potsdam,East,14420,Interessent,342524,1,2022-06-03
ACC000324,Univ.Prof. Traude Kranz MBA.,324,Privatkunde,Energy,MozartStraße 67,Berlin,East,10666,Interessent,66503,1,2023-09-12
ACC000325,Ivo Beier-Eberth,325,Privatkunde,Energy,EichenPlatz 146,Leipzig,East,04953,Kunde,247799,1,2023-03-23
ACC000326,Stefani Ditschlerin,326,Privatkunde,Energy,BirkenPlatz 126,Augsburg,South,86571,Partner,6791,1,2021-09-12
ACC000327,Astrid Putz MBA.,327,Kleingewerbe,Energy,MozartGasse 140,Ulm,South,89600,Interessent,2247870,5,2022-04-09
ACC000328,Ullmann AG & Co. KG,328,Gewerbekunde,Energy,WaldStraße 20,Freiburg,South,79937,Kunde,4619793,100,2022-06-17
ACC000329,Univ.Prof. Yasemin Förster,329,Privatkunde,Energy,GoetheGasse 39,Hamburg,North,20109,Partner,135889,1,2022-01-03
ACC000330,Horst-Günter Zänker,330,Privatkunde,Energy,SeeGasse 124,Freiburg,South,79775,Interessent,388061,1,2022-08-17
ACC000331,Gerta Scholz,331,Privatkunde,Energy,RathausStraße 5,Berlin,East,10642,Kunde,335737,1,2022-06-05
ACC000332,Kruschwitz,332,Gewerbekunde,Energy,WaldGasse 111,Duisburg,West,47925,Interessent,2298144,10,2022-02-24
ACC000333,Butte,333,Gewerbekunde,Energy,MozartWeg 50,München,South,80734,Interessent,3365494,5,2020-12-09
ACC000334,Silja Steuer,334,Privatkunde,Energy,GoetheAllee 104,Dortmund,West,44570,Kunde,217653,1,2023-03-17
ACC000335,Wally Junck-Schomber,335,Privatkunde,Energy,BahnhofStraße 104,Ulm,South,89488,Kunde,245944,1,2022-06-04
ACC000336,Prof. Amalie Schönland B.Sc.,336,Privatkunde,Energy,BeethovenStraße 128,Magdeburg,East,39965,Partner,218319,1,2022-12-03
ACC000337,Univ.Prof. Miroslav Hövel B.A.,337,Kleingewerbe,Energy,SchillerRing 11,Chemnitz,East,09335,Partner,1711616,25,2022-10-24
ACC000338,Heinz-Günther Dippel,338,Kleingewerbe,Energy,BirkenStraße 20,Ulm,South,89800,Kunde,4717608,100,2022-01-29
ACC000339,Helfried Geisel,339,Privatkunde,Energy,BeethovenAllee 5,Duisburg,West,47312,Partner,497899,1,2021-04-19
ACC000340,Thea Baum,340,Kleingewerbe,Energy,RosenWeg 145,Ulm,South,89346,Interessent,3990111,100,2022-07-05
ACC000341,Gotthilf Blümel,341,Kleingewerbe,Energy,MarktGasse 36,Chemnitz,East,09909,Partner,4345191,50,2020-06-26
ACC000342,Gloria Köster,342,Kleingewerbe,Energy,BahnhofStraße 112,Hannover,North,30337,Partner,318781,5,2022-04-27
ACC000343,Dr. Eleni Radisch,343,Privatkunde,Energy,SeePlatz 84,Kiel,North,24130,Interessent,188391,1,2022-10-20
ACC000344,Prof. Marit Zorbach,344,Privatkunde,Energy,BergPlatz 111,Essen,West,45290,Partner,345973,1,2023-01-27
ACC000345,Dr. Diethard Budig,345,Kleingewerbe,Energy,EichenGasse 19,Berlin,East,10184,Kunde,709792,10,2021-03-12
ACC000346,Ludmilla Stoll-Hendriks,346,Privatkunde,Energy,MarktAllee 93,Düsseldorf,West,40209,Interessent,402491,1,2020-11-16
ACC000347,Säuberlich Fechner GbR,347,Gewerbekunde,Energy,KirchAllee 27,Hamburg,North,20235,Kunde,2120203,10,2021-03-31
ACC000348,Malgorzata Hermighausen MBA.,348,Privatkunde,Energy,BergRing 105,Bremen,North,28205,Interessent,31970,1,2022-04-06
ACC000349,Marica Anders,349,Privatkunde,Energy,SeeRing 84,Hamburg,North,20984,Partner,248041,1,2020-06-22
ACC000350,Tatjana Hövel B.A.,350,Privatkunde,Energy,GoetheGasse 144,Berlin,East,10348,Partner,121928,1,2020-08-19
ACC000351,Heinz-Wilhelm Kaul,351,Privatkunde,Energy,BirkenAllee 69,Ulm,South,89604,Partner,315296,1,2020-04-13
ACC000352,Mandy Löffler,352,Privatkunde,Energy,RathausAllee 124,München,South,80901,Partner,65578,1,2021-01-03
ACC000353,Irene Jacobi Jäckel,353,Privatkunde,Energy,ParkRing 51,Kiel,North,24568,Interessent,112605,1,2022-11-20
ACC000354,Hans-Jochen Nette B.Sc.,354,Privatkunde,Energy,TannenRing 98,Bremen,North,28923,Kunde,245755,1,2023-11-30
ACC000355,Dipl.-Ing. Kay-Uwe Klemt B.Eng.,355,Privatkunde,Energy,MozartAllee 83,Essen,West,45717,Interessent,148756,1,2020-02-18
ACC000356,Alice Sorgatz,356,Privatkunde,Energy,TannenAllee 126,Augsburg,South,86689,Kunde,462210,1,2021-08-09
ACC000357,Emmy Anders-Rosemann,357,Privatkunde,Energy,KirchStraße 145,Nürnberg,South,90304,Kunde,46287,1,2023-05-15
ACC000358,Ullrich auch Schlauchin,358,Kleingewerbe,Energy,SchulGasse 54,Ulm,South,89548,Kunde,2333791,10,2020-08-02
ACC000359,Ing. Peggy Hein B.Eng.,359,Privatkunde,Energy,ParkWeg 78,Bonn,West,53347,Kunde,352899,1,2023-08-21
ACC000360,Univ.Prof. Donald Scholl B.Eng.,360,Privatkunde,Energy,MarktStraße 115,Bonn,West,53712,Partner,359770,1,2022-03-14
ACC000361,Lutz Dietz-Schottin,361,Privatkunde,Energy,RathausRing 10,Magdeburg,East,39909,Partner,254000,1,2023-10-22
ACC000362,Gernot Zirme,362,Kleingewerbe,Energy,SeeGasse 22,Bonn,West,53211,Interessent,1286659,100,2021-12-23
ACC000363,Alwine Sager B.Eng.,363,Privatkunde,Energy,SeeStraße 145,Ulm,South,89760,Interessent,178227,1,2020-02-18
ACC000364,Eigenwillig,364,Gewerbekunde,Energy,SchillerStraße 26,Leipzig,East,04364,Interessent,945853,10,2020-02-02
ACC000365,Uli Hübel,365,Kleingewerbe,Energy,TalGasse 148,Freiburg,South,79326,Partner,2653918,25,2023-02-09
ACC000366,Nelli Liebelt,366,Privatkunde,Energy,WaldWeg 89,Leipzig,East,04125,Interessent,309367,1,2020-08-19
ACC000367,Dr. Celal Zimmer,367,Privatkunde,Energy,SchillerGasse 37,Berlin,East,10456,Kunde,171071,1,2022-09-04
ACC000368,Katerina Otto,368,Privatkunde,Energy,WaldPlatz 90,Dortmund,West,44587,Partner,139414,1,2021-12-08
ACC000369,Sandy Gehringer,369,Kleingewerbe,Energy,TannenStraße 77,Lübeck,North,23145,Partner,1116658,10,2022-10-05
ACC000370,Traude Nerger,370,Kleingewerbe,Energy,BeethovenGasse 63,Hamburg,North,20628,Partner,2562828,100,2023-12-19
ACC000371,Nathalie Kambs,371,Privatkunde,Energy,RathausPlatz 60,Freiburg,South,79916,Kunde,44019,1,2023-02-27
ACC000372,Horst-Dieter Bruder,372,Privatkunde,Energy,MarktStraße 51,Chemnitz,East,09560,Partner,2416,1,2020-10-20
ACC000373,Pietro Hecker-Stey,373,Privatkunde,Energy,LindenAllee 17,Potsdam,East,14691,Interessent,211208,1,2021-01-02
ACC000374,Wilma Roht-Kobelt,374,Privatkunde,Energy,LindenPlatz 30,Hannover,North,30368,Interessent,233463,1,2021-11-05
ACC000375,Zobel GmbH,375,Gewerbekunde,Energy,SeePlatz 101,Magdeburg,East,39701,Partner,4288696,10,2021-07-09
ACC000376,Franco Reising,376,Privatkunde,Energy,SeeWeg 77,Kiel,North,24729,Partner,440247,1,2023-04-02
ACC000377,Henry Koch,377,Privatkunde,Energy,EichenAllee 30,Rostock,North,18287,Interessent,440005,1,2023-04-03
ACC000378,Lidija Kranz,378,Privatkunde,Energy,RathausRing 36,Bonn,West,53688,Interessent,107574,1,2020-03-13
ACC000379,Babett Steuer,379,Privatkunde,Energy,BeethovenRing 43,Potsdam,East,14601,Interessent,31817,1,2021-10-23
ACC000380,Dipl.-Ing. Aleksandr Scholl B.Eng.,380,Privatkunde,Energy,SeeStraße 92,Düsseldorf,West,40109,Kunde,438388,1,2023-11-09
ACC000381,Univ.Prof. Anto Schuster MBA.,381,Privatkunde,Energy,BergRing 127,Dresden,East,01518,Partner,60083,1,2023-07-11
ACC000382,Margaret Lange,382,Kleingewerbe,Energy,ParkWeg 22,Potsdam,East,14678,Interessent,1477451,10,2022-04-12
ACC000383,Christoph Bien,383,Privatkunde,Energy,EichenRing 74,Bremen,North,28272,Partner,206211,1,2022-06-06
ACC000384,Gerfried Nohlmans,384,Kleingewerbe,Energy,BergRing 29,Magdeburg,East,39686,Kunde,2117536,50,2021-04-12
ACC000385,Benedikt Heinz,385,Kleingewerbe,Energy,BergStraße 113,Kiel,North,24659,Kunde,3541416,10,2022-08-31
ACC000386,Hans-Karl Metz-Koch II,386,Privatkunde,Energy,RosenStraße 116,Augsburg,South,86369,Interessent,94931,1,2020-01-01
ACC000387,Prof. Natalie Vogt,387,Privatkunde,Energy,EichenWeg 90,Köln,West,50981,Interessent,89662,1,2020-02-11
ACC000388,Thorben Liebelt-Sölzer,388,Privatkunde,Energy,LindenStraße 146,Dresden,East,01459,Interessent,115234,1,2022-10-24
ACC000389,Serge Niemeier,389,Privatkunde,Energy,RosenAllee 147,Duisburg,West,47373,Interessent,145575,1,2021-05-31
ACC000390,Ladeck,390,Gewerbekunde,Energy,BahnhofAllee 33,Bremen,North,28818,Partner,3134850,5,2023-04-07
ACC000391,Alwina Stumpf,391,Privatkunde,Energy,EichenGasse 101,Stuttgart,South,70601,Kunde,481973,1,2023-08-21
ACC000392,Dolores Martin,392,Privatkunde,Energy,MarktPlatz 20,Freiburg,South,79748,Kunde,375155,1,2022-06-26
ACC000393,Walburga Heinz B.Eng.,393,Privatkunde,Energy,KirchPlatz 125,Lübeck,North,23435,Kunde,326452,1,2021-02-17
ACC000394,Mohamed Koch,394,Privatkunde,Energy,KirchStraße 137,Rostock,North,18507,Kunde,171709,1,2021-12-12
ACC000395,Anna-Marie Kruschwitz,395,Kleingewerbe,Energy,BirkenAllee 73,Augsburg,South,86445,Partner,1858219,25,2023-04-21
ACC000396,Cordula Eberhardt,396,Kleingewerbe,Energy,BahnhofStraße 26,Freiburg,South,79741,Partner,197374,50,2023-11-11
ACC000397,Antoinette Spieß B.A.,397,Privatkunde,Energy,SchulPlatz 1,Berlin,East,10538,Interessent,352426,1,2021-02-13
ACC000398,Schwital,398,Gewerbekunde,Energy,BeethovenAllee 24,Ulm,South,89770,Interessent,2149668,25,2023-03-20
ACC000399,Andrei Zimmer,399,Privatkunde,Energy,BahnhofPlatz 79,Dortmund,West,44843,Partner,365163,1,2020-05-29
ACC000400,Elena Eberth,400,Privatkunde,Energy,HauptWeg 123,Augsburg,South,86179,Kunde,77241,1,2022-11-26
ACC000401,Apostolos Wieloch B.A.,401,Privatkunde,Energy,HauptStraße 88,Freiburg,South,79936,Partner,318195,1,2021-02-01
